id,nhogar,miembro,comuna,dominio,edad,parentesco_jefe,situacion_conyugal,num_miembro_padre,num_miembro_madre,estado_ocupacional,cat_ocupacional,calidad_ingresos_lab,ingreso_total_lab,calidad_ingresos_no_lab,ingreso_total_no_lab,calidad_ingresos_totales,ingresos_totales,calidad_ingresos_familiares,ingresos_familiares,ingreso_per_capita_familiar,estado_educativo,sector_educativo,nivel_actual,nivel_max_educativo,años_escolaridad,lugar_nacimiento,afiliacion_salud,cantidad_hijos_nac_vivos,ingreso_total_lab_USD,ingreso_total_no_lab_USD,ingresos_totales_USD,ingresos_familiares_USD,ingreso_per_capita_familiar_USD,sexo_Mujer,sexo_Varon,hijos_nacidos_vivos_No,hijos_nacidos_vivos_Si,sist_de_salud_Sistema privado,sist_de_salud_Sistema público,ingresos_totales_USD_cat
2922,1,1,12,0,52,2,1,No corresponde,No corresponde,2,0,2,150000,2,1700,2,151700,1,151700,75850,1,1,1,3,12,0,1,4,2367.797947908445,26.835043409629044,2394.6329913180743,2394.6329913180743,1197.3164956590372,1,0,0,1,1,0,0
2922,1,2,12,0,13,1,2,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,1,151700,75850,0,3,5,4,6,0,1,0,0.0,0.0,0.0,2394.6329913180743,1197.3164956590372,0,1,1,0,1,0,4
2923,1,1,10,0,52,2,0,No corresponde,No corresponde,2,0,2,40000,1,0,2,40000,1,46000,11500,1,1,1,3,12,0,1,0,631.4127861089187,0.0,631.4127861089187,726.1247040252565,181.53117600631413,0,1,1,0,1,0,2
2923,1,2,10,0,50,0,0,No corresponde,No corresponde,2,4,3,6000,1,0,3,6000,1,46000,11500,1,1,1,1,12,6,1,2,94.7119179163378,0.0,94.7119179163378,726.1247040252565,181.53117600631413,1,0,0,1,1,0,3
2923,1,3,10,0,19,1,4,1,2,1,1,1,0,1,0,1,0,1,46000,11500,0,0,13,1,12,0,1,0,0.0,0.0,0.0,726.1247040252565,181.53117600631413,0,1,1,0,1,0,4
2923,1,4,10,0,15,1,4,1,2,1,1,1,0,1,0,1,0,1,46000,11500,0,3,11,0,9,0,1,0,0.0,0.0,0.0,726.1247040252565,181.53117600631413,1,0,1,0,1,0,4
2924,1,1,11,0,52,2,0,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,2,31000,7750,1,1,1,3,12,0,3,0,394.6329913180742,0.0,394.6329913180742,489.344909234412,122.336227308603,0,1,1,0,1,0,1
2924,1,2,11,0,48,0,0,No corresponde,No corresponde,2,0,3,6000,1,0,3,6000,2,31000,7750,1,1,1,0,8,6,3,2,94.7119179163378,0.0,94.7119179163378,489.344909234412,122.336227308603,1,0,0,1,1,0,3
2924,1,3,11,0,16,1,4,1,2,1,1,1,0,1,0,1,0,2,31000,7750,0,3,11,0,11,0,3,0,0.0,0.0,0.0,489.344909234412,122.336227308603,1,0,1,0,1,0,4
2924,1,4,11,0,14,1,4,1,2,1,1,1,0,1,0,1,0,2,31000,7750,0,3,11,0,8,0,3,0,0.0,0.0,0.0,489.344909234412,122.336227308603,1,0,1,0,1,0,4
2925,1,1,3,0,52,2,5,No corresponde,No corresponde,2,0,3,15000,1,0,3,15000,2,34000,17000,1,1,1,0,11,4,4,1,236.7797947908445,0.0,236.7797947908445,536.7008681925809,268.3504340962904,1,0,0,1,0,1,1
2925,1,2,3,0,61,0,5,No corresponde,No corresponde,2,0,3,19000,1,0,3,19000,2,34000,17000,1,1,1,2,7,1,1,0,299.92107340173635,0.0,299.92107340173635,536.7008681925809,268.3504340962904,0,1,1,0,1,0,1
2926,1,1,1,0,52,2,0,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,49100,9820,1,1,1,3,12,1,1,3,315.70639305445934,0.0,315.70639305445934,775.0591949486977,155.01183898973954,1,0,0,1,1,0,1
2926,1,2,1,0,66,0,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,49100,9820,1,1,1,2,7,1,1,0,0.0,189.4238358326756,189.4238358326756,775.0591949486977,155.01183898973954,0,1,1,0,1,0,3
2926,1,3,1,0,21,1,4,2,1,2,0,3,15000,1,0,3,15000,2,49100,9820,1,1,1,3,12,0,4,0,236.7797947908445,0.0,236.7797947908445,775.0591949486977,155.01183898973954,0,1,1,0,0,1,1
2926,1,4,1,0,29,1,3,No corresponde,No corresponde,0,1,1,0,3,2100,3,2100,2,49100,9820,1,1,1,3,12,0,4,1,0.0,33.149171270718234,33.149171270718234,775.0591949486977,155.01183898973954,1,0,0,1,0,1,3
2926,1,5,1,0,0,3,2,Padre no vive en el hogar,4,1,1,0,0,0,0,0,0,2,49100,9820,2,1,1,6,0,0,4,0,0.0,0.0,0.0,775.0591949486977,155.01183898973954,0,1,1,0,0,1,4
2927,1,1,1,0,52,2,3,No corresponde,No corresponde,2,0,3,11500,3,20000,3,31500,2,38500,7700,1,1,1,3,12,4,1,4,181.53117600631413,315.70639305445934,497.2375690607735,607.7348066298342,121.54696132596683,1,0,0,1,1,0,2
2927,1,2,1,0,19,1,4,Padre no vive en el hogar,1,1,1,1,0,3,7000,3,7000,2,38500,7700,0,0,11,0,11,0,1,0,0.0,110.49723756906076,110.49723756906076,607.7348066298342,121.54696132596683,1,0,1,0,1,0,3
2927,1,3,1,0,19,1,4,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,38500,7700,0,0,11,0,11,0,1,0,0.0,0.0,0.0,607.7348066298342,121.54696132596683,1,0,1,0,1,0,4
2927,1,4,1,0,21,1,4,Padre no vive en el hogar,1,0,1,1,0,1,0,1,0,2,38500,7700,0,3,13,1,12,0,1,0,0.0,0.0,0.0,607.7348066298342,121.54696132596683,0,1,1,0,1,0,4
2927,1,5,1,0,10,1,2,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,38500,7700,0,0,5,4,4,0,1,0,0.0,0.0,0.0,607.7348066298342,121.54696132596683,0,1,1,0,1,0,4
2928,1,1,4,0,52,2,4,No corresponde,No corresponde,2,0,3,2000,1,0,3,2000,2,16500,8250,1,1,1,0,9,0,4,0,31.570639305445933,0.0,31.570639305445933,260.45777426992896,130.22888713496448,1,0,1,0,0,1,3
2928,1,2,4,0,86,6,6,No corresponde,No corresponde,1,1,1,0,3,14500,3,14500,2,16500,8250,1,1,1,2,7,1,1,1,0.0,228.88713496448304,228.88713496448304,260.45777426992896,130.22888713496448,1,0,0,1,1,0,1
2929,1,1,8,0,52,2,5,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,2,78000,13000,1,1,1,0,9,0,1,6,394.6329913180742,0.0,394.6329913180742,1231.2549329123915,205.20915548539855,1,0,0,1,1,0,1
2929,1,2,8,0,80,6,1,No corresponde,No corresponde,1,1,1,0,3,11000,3,11000,2,78000,13000,1,1,1,2,7,1,1,0,0.0,173.63851617995263,173.63851617995263,1231.2549329123915,205.20915548539855,0,1,1,0,1,0,3
2929,1,3,8,0,53,0,5,No corresponde,No corresponde,2,0,3,22000,1,0,3,22000,2,78000,13000,1,1,1,0,9,0,4,0,347.27703235990526,0.0,347.27703235990526,1231.2549329123915,205.20915548539855,0,1,1,0,0,1,1
2929,1,4,8,0,15,1,4,3,1,1,1,1,0,1,0,1,0,2,78000,13000,0,0,11,0,7,0,1,0,0.0,0.0,0.0,1231.2549329123915,205.20915548539855,0,1,1,0,1,0,4
2929,1,5,8,0,18,3,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,20000,1,0,3,20000,2,78000,13000,1,1,1,0,8,0,4,0,315.70639305445934,0.0,315.70639305445934,1231.2549329123915,205.20915548539855,0,1,1,0,0,1,1
2929,1,6,8,0,62,4,3,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,78000,13000,1,1,1,2,7,0,4,0,0.0,0.0,0.0,1231.2549329123915,205.20915548539855,0,1,1,0,0,1,4
2930,1,1,8,0,52,2,4,No corresponde,No corresponde,2,0,3,32000,1,0,3,32000,2,36000,18000,1,1,1,3,12,0,1,1,505.1302288871349,0.0,505.1302288871349,568.2715074980268,284.1357537490134,1,0,0,1,1,0,2
2930,1,2,8,0,30,1,4,No corresponde,No corresponde,2,0,3,4000,1,0,3,4000,2,36000,18000,1,1,1,3,12,0,4,0,63.14127861089187,0.0,63.14127861089187,568.2715074980268,284.1357537490134,0,1,1,0,0,1,3
2931,1,1,1,1,52,2,0,No corresponde,No corresponde,2,4,2,17000,1,0,2,17000,1,17000,2429,1,1,1,3,12,4,1,0,268.3504340962904,0.0,268.3504340962904,268.3504340962904,38.34254143646409,0,1,1,0,1,0,1
2931,1,2,1,1,47,0,0,No corresponde,No corresponde,1,1,1,0,1,0,1,0,1,17000,2429,1,1,1,2,7,4,4,5,0.0,0.0,0.0,268.3504340962904,38.34254143646409,1,0,0,1,0,1,4
2931,1,3,1,1,23,1,4,1,2,0,1,1,0,1,0,1,0,1,17000,2429,0,0,12,1,13,0,4,0,0.0,0.0,0.0,268.3504340962904,38.34254143646409,0,1,1,0,0,1,4
2931,1,4,1,1,20,1,4,1,2,2,0,1,0,1,0,1,0,1,17000,2429,0,0,11,0,11,0,4,0,0.0,0.0,0.0,268.3504340962904,38.34254143646409,0,1,1,0,0,1,4
2931,1,5,1,1,12,1,2,1,2,1,1,1,0,1,0,1,0,1,17000,2429,0,0,5,4,5,0,4,0,0.0,0.0,0.0,268.3504340962904,38.34254143646409,1,0,1,0,0,1,4
2931,1,6,1,1,10,1,2,1,2,1,1,1,0,1,0,1,0,1,17000,2429,0,0,5,4,4,0,4,0,0.0,0.0,0.0,268.3504340962904,38.34254143646409,0,1,1,0,0,1,4
2931,1,7,1,1,7,1,2,1,2,1,1,0,0,0,0,0,0,1,17000,2429,0,0,5,4,1,0,4,0,0.0,0.0,0.0,268.3504340962904,38.34254143646409,1,0,1,0,0,1,4
2932,1,1,11,0,52,2,6,No corresponde,No corresponde,1,1,1,0,2,12000,2,12000,1,12000,12000,1,1,1,0,10,6,1,2,0.0,189.4238358326756,189.4238358326756,189.4238358326756,189.4238358326756,1,0,0,1,1,0,3
2933,1,1,15,0,52,2,0,No corresponde,No corresponde,2,0,3,35000,1,0,3,35000,2,60000,15000,1,1,1,3,12,0,1,0,552.4861878453039,0.0,552.4861878453039,947.119179163378,236.7797947908445,0,1,1,0,1,0,2
2933,1,2,15,0,50,0,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,60000,15000,1,1,1,3,12,0,1,2,0.0,0.0,0.0,947.119179163378,236.7797947908445,1,0,0,1,1,0,4
2933,1,3,15,0,26,1,4,No corresponde,No corresponde,2,0,3,10000,1,0,3,10000,2,60000,15000,1,1,1,1,13,0,1,0,157.85319652722967,0.0,157.85319652722967,947.119179163378,236.7797947908445,0,1,1,0,1,0,3
2933,1,4,15,0,23,1,4,1,2,2,0,3,15000,1,0,3,15000,2,60000,15000,0,2,12,1,12,0,1,0,236.7797947908445,0.0,236.7797947908445,947.119179163378,236.7797947908445,0,1,1,0,1,0,1
2934,1,1,9,0,52,2,0,No corresponde,No corresponde,2,4,3,4000,3,3000,3,7000,2,16500,5500,1,1,1,0,9,1,1,5,63.14127861089187,47.355958958168905,110.49723756906076,260.45777426992896,86.81925808997632,1,0,0,1,1,0,3
2934,1,2,9,0,34,0,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,16500,5500,1,1,1,3,12,0,1,0,0.0,0.0,0.0,260.45777426992896,86.81925808997632,1,0,1,0,1,0,4
2934,1,3,9,0,18,1,4,Padre no vive en el hogar,1,1,1,1,0,3,9500,3,9500,2,16500,5500,1,1,1,0,9,0,1,0,0.0,149.96053670086818,149.96053670086818,260.45777426992896,86.81925808997632,1,0,1,0,1,0,3
2935,1,1,8,1,52,2,5,No corresponde,No corresponde,0,1,1,0,3,10000,3,10000,2,30000,7500,1,1,1,0,9,5,4,6,0.0,157.85319652722967,157.85319652722967,473.559589581689,118.38989739542224,1,0,0,1,0,1,3
2935,1,2,8,1,44,0,5,No corresponde,No corresponde,2,0,3,5000,1,0,3,5000,2,30000,7500,1,1,1,3,12,5,4,0,78.92659826361484,0.0,78.92659826361484,473.559589581689,118.38989739542224,0,1,1,0,0,1,3
2935,1,3,8,1,19,1,4,2,1,2,0,3,7000,3,8000,3,15000,2,30000,7500,0,3,11,0,11,0,4,0,110.49723756906076,126.28255722178372,236.7797947908445,473.559589581689,118.38989739542224,1,0,1,0,0,1,1
2935,1,4,8,1,13,1,2,2,1,1,1,1,0,1,0,1,0,2,30000,7500,0,3,5,4,6,0,4,0,0.0,0.0,0.0,473.559589581689,118.38989739542224,0,1,1,0,0,1,4
2936,1,1,8,0,52,2,5,No corresponde,No corresponde,2,0,3,15000,1,0,3,15000,2,15000,5000,1,1,1,3,12,0,4,0,236.7797947908445,0.0,236.7797947908445,236.7797947908445,78.92659826361484,0,1,1,0,0,1,1
2936,1,2,8,0,44,0,5,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,15000,5000,1,1,1,3,12,0,4,2,0.0,0.0,0.0,236.7797947908445,78.92659826361484,1,0,0,1,0,1,4
2936,1,3,8,0,4,1,2,1,2,1,1,0,0,0,0,0,0,2,15000,5000,0,0,8,6,0,0,4,0,0.0,0.0,0.0,236.7797947908445,78.92659826361484,1,0,1,0,0,1,4
2937,1,1,4,0,52,2,4,No corresponde,No corresponde,0,1,3,15000,3,4500,3,19500,2,19500,19500,1,1,1,3,12,0,4,0,236.7797947908445,71.03393843725335,307.8137332280979,307.8137332280979,307.8137332280979,0,1,1,0,0,1,1
2938,1,1,7,0,52,2,0,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,2,40000,10000,1,1,1,3,12,5,1,0,394.6329913180742,0.0,394.6329913180742,631.4127861089187,157.85319652722967,0,1,1,0,1,0,1
2938,1,2,7,0,47,0,0,No corresponde,No corresponde,2,0,3,15000,1,0,3,15000,2,40000,10000,1,1,1,3,12,5,1,2,236.7797947908445,0.0,236.7797947908445,631.4127861089187,157.85319652722967,1,0,0,1,1,0,1
2938,1,3,7,0,18,1,4,1,2,1,1,1,0,1,0,1,0,2,40000,10000,0,3,11,0,11,0,1,0,0.0,0.0,0.0,631.4127861089187,157.85319652722967,0,1,1,0,1,0,4
2938,1,4,7,0,20,1,4,1,2,1,1,1,0,1,0,1,0,2,40000,10000,0,3,12,1,14,0,1,0,0.0,0.0,0.0,631.4127861089187,157.85319652722967,0,1,1,0,1,0,4
2939,1,1,7,0,52,2,5,No corresponde,No corresponde,2,4,3,18525,1,0,3,18525,2,29525,9842,1,1,1,3,12,4,1,0,292.42304656669296,0.0,292.42304656669296,466.0615627466456,155.35911602209944,0,1,1,0,1,0,1
2939,1,2,7,0,51,0,5,No corresponde,No corresponde,2,0,3,10000,3,1000,3,11000,2,29525,9842,1,1,1,2,7,4,4,1,157.85319652722967,15.785319652722968,173.63851617995263,466.0615627466456,155.35911602209944,1,0,0,1,0,1,3
2939,1,3,7,0,16,1,4,1,2,1,1,1,0,1,0,1,0,2,29525,9842,0,3,11,0,10,0,4,0,0.0,0.0,0.0,466.0615627466456,155.35911602209944,0,1,1,0,0,1,4
2940,1,1,4,0,52,2,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,30000,6000,1,1,1,3,12,4,4,0,0.0,0.0,0.0,473.559589581689,94.7119179163378,0,1,1,0,0,1,4
2940,1,2,4,0,24,1,4,1,5,2,0,3,12000,1,0,3,12000,2,30000,6000,1,1,1,0,10,0,4,0,189.4238358326756,0.0,189.4238358326756,473.559589581689,94.7119179163378,0,1,1,0,0,1,3
2940,1,3,4,0,22,1,4,1,5,0,1,1,0,1,0,1,0,2,30000,6000,1,1,1,3,12,4,4,0,0.0,0.0,0.0,473.559589581689,94.7119179163378,1,0,1,0,0,1,4
2940,1,4,4,0,14,1,4,1,5,1,1,1,0,1,0,1,0,2,30000,6000,0,0,11,0,7,0,4,0,0.0,0.0,0.0,473.559589581689,94.7119179163378,1,0,1,0,0,1,4
2940,1,5,4,0,47,0,0,No corresponde,No corresponde,2,0,3,18000,1,0,3,18000,2,30000,6000,1,1,1,3,12,4,1,3,284.1357537490134,0.0,284.1357537490134,473.559589581689,94.7119179163378,1,0,0,1,1,0,1
2941,1,1,1,0,52,2,3,No corresponde,No corresponde,2,4,3,4000,3,3000,3,7000,2,7000,7000,1,1,1,0,10,1,4,5,63.14127861089187,47.355958958168905,110.49723756906076,110.49723756906076,110.49723756906076,1,0,0,1,0,1,3
2942,1,1,8,0,52,2,0,No corresponde,No corresponde,2,0,3,45000,1,0,3,45000,2,59000,19667,1,1,1,0,10,6,1,0,710.3393843725336,0.0,710.3393843725336,931.3338595106552,310.4498816101026,0,1,1,0,1,0,2
2942,1,2,8,0,51,0,0,No corresponde,No corresponde,2,0,3,14000,1,0,3,14000,2,59000,19667,1,1,1,0,7,0,1,3,220.99447513812157,0.0,220.99447513812157,931.3338595106552,310.4498816101026,1,0,0,1,1,0,1
2942,1,3,8,0,29,1,3,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,59000,19667,1,1,1,0,11,0,4,0,0.0,0.0,0.0,931.3338595106552,310.4498816101026,0,1,1,0,0,1,4
2943,1,1,11,0,52,2,0,No corresponde,No corresponde,2,0,3,10000,1,0,3,10000,2,63000,12600,1,1,1,3,12,0,1,1,157.85319652722967,0.0,157.85319652722967,994.4751381215468,198.8950276243094,1,0,0,1,1,0,3
2943,1,2,11,0,44,4,4,No corresponde,No corresponde,1,1,1,0,3,8000,3,8000,2,63000,12600,1,1,1,2,7,0,1,0,0.0,126.28255722178372,126.28255722178372,994.4751381215468,198.8950276243094,0,1,1,0,1,0,3
2943,1,3,11,0,40,0,0,No corresponde,No corresponde,2,0,3,30000,1,0,3,30000,2,63000,12600,1,1,1,3,12,0,1,0,473.559589581689,0.0,473.559589581689,994.4751381215468,198.8950276243094,0,1,1,0,1,0,2
2943,1,4,11,0,15,1,4,3,1,1,1,1,0,1,0,1,0,2,63000,12600,0,0,11,0,9,0,1,0,0.0,0.0,0.0,994.4751381215468,198.8950276243094,0,1,1,0,1,0,4
2943,1,5,11,0,70,6,6,No corresponde,No corresponde,1,1,1,0,3,15000,3,15000,2,63000,12600,1,1,1,2,7,4,1,4,0.0,236.7797947908445,236.7797947908445,994.4751381215468,198.8950276243094,1,0,0,1,1,0,1
2944,1,1,8,0,52,2,5,No corresponde,No corresponde,2,4,3,85000,1,0,3,85000,2,123000,41000,1,1,1,3,12,0,1,0,1341.752170481452,0.0,1341.752170481452,1941.594317284925,647.1981057616416,0,1,1,0,1,0,2
2944,1,2,8,0,52,0,5,No corresponde,No corresponde,2,0,3,38000,1,0,3,38000,2,123000,41000,0,0,12,1,14,0,1,1,599.8421468034727,0.0,599.8421468034727,1941.594317284925,647.1981057616416,1,0,0,1,1,0,2
2944,1,3,8,0,22,1,4,Padre no vive en el hogar,2,1,1,1,0,1,0,1,0,2,123000,41000,0,0,13,1,12,0,2,0,0.0,0.0,0.0,1941.594317284925,647.1981057616416,1,0,1,0,1,0,4
2945,1,1,1,0,52,2,6,No corresponde,No corresponde,2,0,3,30000,3,11000,3,41000,2,41000,41000,1,1,1,3,12,1,1,1,473.559589581689,173.63851617995263,647.1981057616416,647.1981057616416,647.1981057616416,1,0,0,1,1,0,2
2946,1,1,13,0,52,2,0,No corresponde,No corresponde,2,2,3,20000,1,0,3,20000,2,75000,18750,1,1,1,3,12,0,1,0,315.70639305445934,0.0,315.70639305445934,1183.8989739542226,295.97474348855565,0,1,1,0,1,0,1
2946,1,2,13,0,52,0,0,No corresponde,No corresponde,2,0,3,55000,1,0,3,55000,2,75000,18750,1,1,1,1,16,6,1,2,868.1925808997632,0.0,868.1925808997632,1183.8989739542226,295.97474348855565,1,0,0,1,1,0,2
2946,1,3,13,0,21,1,4,1,2,1,1,1,0,1,0,1,0,2,75000,18750,1,1,1,1,15,0,1,0,0.0,0.0,0.0,1183.8989739542226,295.97474348855565,1,0,1,0,1,0,4
2946,1,4,13,0,11,1,2,1,2,1,1,1,0,1,0,1,0,2,75000,18750,0,3,5,4,5,0,1,0,0.0,0.0,0.0,1183.8989739542226,295.97474348855565,1,0,1,0,1,0,4
2946,2,1,13,0,84,2,0,No corresponde,No corresponde,1,1,1,0,3,12000,3,12000,2,26000,13000,1,1,1,2,7,6,1,0,0.0,189.4238358326756,189.4238358326756,410.4183109707972,205.20915548539855,0,1,1,0,1,0,3
2946,2,2,13,0,79,0,0,No corresponde,No corresponde,1,1,1,0,3,14000,3,14000,2,26000,13000,1,1,1,2,7,5,1,3,0.0,220.99447513812157,220.99447513812157,410.4183109707972,205.20915548539855,1,0,0,1,1,0,1
2947,1,1,6,0,52,2,5,No corresponde,No corresponde,2,0,3,35000,1,0,3,35000,1,89000,22250,1,1,1,3,12,0,4,0,552.4861878453039,0.0,552.4861878453039,1404.893449092344,351.223362273086,0,1,1,0,0,1,2
2947,1,2,6,0,54,0,5,No corresponde,No corresponde,2,0,3,40000,2,4000,2,44000,1,89000,22250,1,1,1,5,15,0,3,2,631.4127861089187,63.14127861089187,694.5540647198105,1404.893449092344,351.223362273086,1,0,0,1,1,0,2
2947,1,3,6,0,23,1,4,Padre no vive en el hogar,2,0,1,1,0,1,0,1,0,1,89000,22250,0,2,13,1,15,0,3,0,0.0,0.0,0.0,1404.893449092344,351.223362273086,0,1,1,0,1,0,4
2947,1,4,6,0,20,1,4,Padre no vive en el hogar,2,0,1,1,0,2,10000,2,10000,1,89000,22250,0,2,13,1,13,0,3,0,0.0,157.85319652722967,157.85319652722967,1404.893449092344,351.223362273086,1,0,1,0,1,0,3
2948,1,1,9,1,52,2,5,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,28600,9533,1,1,1,0,10,4,4,0,0.0,0.0,0.0,451.46014206787686,150.48145224940805,0,1,1,0,0,1,4
2948,1,2,9,1,68,0,5,No corresponde,No corresponde,2,0,3,8000,3,13200,3,21200,2,28600,9533,1,1,1,2,7,4,1,3,126.28255722178372,208.3662194159432,334.6487766377269,451.46014206787686,150.48145224940805,1,0,0,1,1,0,1
2948,1,3,9,1,29,1,4,No corresponde,No corresponde,1,1,1,0,3,7400,3,7400,2,28600,9533,1,1,1,6,0,0,4,0,0.0,116.81136543014996,116.81136543014996,451.46014206787686,150.48145224940805,1,0,1,0,0,1,3
2949,1,1,8,0,52,2,3,No corresponde,No corresponde,2,4,3,12000,1,0,3,12000,2,12000,6000,1,1,1,0,8,0,4,0,189.4238358326756,0.0,189.4238358326756,189.4238358326756,94.7119179163378,0,1,1,0,0,1,3
2949,1,2,8,0,16,1,4,1,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,12000,6000,0,0,11,0,8,0,4,0,0.0,0.0,0.0,189.4238358326756,94.7119179163378,1,0,1,0,0,1,4
2950,1,1,4,0,52,2,5,No corresponde,No corresponde,2,0,3,60000,1,0,3,60000,1,105000,52500,1,1,1,5,15,0,3,0,947.119179163378,0.0,947.119179163378,1657.4585635359117,828.7292817679557,1,0,1,0,1,0,2
2950,1,2,4,0,58,0,5,No corresponde,No corresponde,1,1,1,0,2,45000,2,45000,1,105000,52500,1,1,1,5,15,0,1,0,0.0,710.3393843725336,710.3393843725336,1657.4585635359117,828.7292817679557,0,1,1,0,1,0,2
2951,1,1,10,0,52,2,6,No corresponde,No corresponde,1,1,1,0,3,500,3,500,2,22437,7479,1,1,1,5,15,0,4,2,0.0,7.892659826361483,7.892659826361483,354.1752170481452,118.05840568271508,1,0,0,1,0,1,3
2951,1,2,10,0,82,6,6,No corresponde,No corresponde,1,1,1,0,3,12937,3,12937,2,22437,7479,1,1,1,2,7,1,1,3,0.0,204.21468034727704,204.21468034727704,354.1752170481452,118.05840568271508,1,0,0,1,1,0,1
2951,1,3,10,0,28,1,3,No corresponde,No corresponde,2,0,3,9000,1,0,3,9000,2,22437,7479,1,1,1,0,8,0,4,0,142.0678768745067,0.0,142.0678768745067,354.1752170481452,118.05840568271508,0,1,1,0,0,1,3
2952,1,1,4,0,52,2,5,No corresponde,No corresponde,2,0,3,32000,1,0,3,32000,2,66500,22167,1,1,1,1,14,0,3,0,505.1302288871349,0.0,505.1302288871349,1049.7237569060774,349.91318074191,0,1,1,0,1,0,2
2952,1,2,4,0,57,0,5,No corresponde,No corresponde,2,0,3,32000,1,0,3,32000,2,66500,22167,1,1,1,5,15,6,3,2,505.1302288871349,0.0,505.1302288871349,1049.7237569060774,349.91318074191,1,0,0,1,1,0,2
2952,1,3,4,0,23,4,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,2500,3,2500,2,66500,22167,1,1,1,3,12,6,1,0,0.0,39.46329913180742,39.46329913180742,1049.7237569060774,349.91318074191,1,0,1,0,1,0,3
2953,1,1,9,0,52,2,3,No corresponde,No corresponde,1,1,1,0,3,20800,3,20800,2,20800,10400,1,1,1,5,15,0,1,1,0.0,328.3346487766377,328.3346487766377,328.3346487766377,164.16732438831886,1,0,0,1,1,0,1
2953,1,2,9,0,13,1,2,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,20800,10400,0,0,11,0,7,0,1,0,0.0,0.0,0.0,328.3346487766377,164.16732438831886,0,1,1,0,1,0,4
2954,1,1,12,0,52,2,4,No corresponde,No corresponde,0,1,1,0,3,5338,3,5338,2,5338,5338,1,1,1,5,15,0,1,0,0.0,84.2620363062352,84.2620363062352,84.2620363062352,84.2620363062352,0,1,1,0,1,0,3
2955,1,1,5,0,52,2,3,No corresponde,No corresponde,2,0,2,60000,1,0,2,60000,1,60000,60000,1,1,1,5,15,4,3,0,947.119179163378,0.0,947.119179163378,947.119179163378,947.119179163378,1,0,1,0,1,0,2
2956,1,1,5,0,52,2,0,No corresponde,No corresponde,2,0,2,41500,1,0,2,41500,1,86500,17300,1,1,1,1,14,0,1,3,655.0907655880031,0.0,655.0907655880031,1365.4301499605367,273.08602999210734,1,0,0,1,1,0,2
2956,1,2,5,0,44,0,0,No corresponde,No corresponde,2,0,2,45000,1,0,2,45000,1,86500,17300,1,1,1,5,15,1,1,0,710.3393843725336,0.0,710.3393843725336,1365.4301499605367,273.08602999210734,0,1,1,0,1,0,2
2956,1,3,5,0,18,1,4,2,1,1,1,1,0,1,0,1,0,1,86500,17300,0,0,11,0,10,0,1,0,0.0,0.0,0.0,1365.4301499605367,273.08602999210734,0,1,1,0,1,0,4
2956,1,4,5,0,16,1,4,2,1,1,1,1,0,1,0,1,0,1,86500,17300,0,3,11,0,9,0,1,0,0.0,0.0,0.0,1365.4301499605367,273.08602999210734,0,1,1,0,1,0,4
2956,1,5,5,0,11,1,2,2,1,1,1,1,0,1,0,1,0,1,86500,17300,0,0,5,4,4,0,1,0,0.0,0.0,0.0,1365.4301499605367,273.08602999210734,0,1,1,0,1,0,4
2957,1,1,2,0,52,2,0,No corresponde,No corresponde,2,0,3,42000,1,0,3,42000,2,150000,37500,1,1,1,5,15,0,1,0,662.9834254143647,0.0,662.9834254143647,2367.797947908445,591.9494869771113,0,1,1,0,1,0,2
2957,1,2,2,0,52,0,0,No corresponde,No corresponde,2,0,3,76000,1,0,3,76000,2,150000,37500,1,1,1,5,17,0,1,3,1199.6842936069454,0.0,1199.6842936069454,2367.797947908445,591.9494869771113,1,0,0,1,1,0,2
2957,1,3,2,0,21,1,4,1,2,2,0,3,32000,1,0,3,32000,2,150000,37500,0,0,12,1,14,0,1,0,505.1302288871349,0.0,505.1302288871349,2367.797947908445,591.9494869771113,1,0,1,0,1,0,2
2957,1,4,2,0,14,1,4,1,2,1,1,1,0,1,0,1,0,2,150000,37500,0,0,11,0,7,0,1,0,0.0,0.0,0.0,2367.797947908445,591.9494869771113,0,1,1,0,1,0,4
